,"Cor(METAL,ENERGY)","Cor(METAL,AGRICULTURAL)","Cor(ENERGY,AGRICULTURAL)"
5/29/1998,0.058780,0.113251,0.167025
6/01/1998,0.074181,0.123010,0.176328
6/02/1998,0.082730,0.142152,0.182197
6/03/1998,0.089071,0.143032,0.181302
6/04/1998,0.092642,0.146325,0.187138
6/05/1998,0.093316,0.135852,0.191503
6/08/1998,0.096906,0.139690,0.194281
6/09/1998,0.033055,0.100823,0.205462
6/29/1998,0.070212,0.102576,0.180704
6/30/1998,0.073091,0.110825,0.162363
7/01/1998,0.094161,0.123066,0.170065
7/02/1998,0.098591,0.126501,0.174572
7/07/1998,0.099484,0.132778,0.176467
7/08/1998,0.085751,0.150687,0.162423
7/09/1998,0.081067,0.151890,0.165875
7/10/1998,0.085724,0.153515,0.169170
7/13/1998,0.093066,0.156023,0.179472
7/14/1998,0.085641,0.139684,0.191868
7/15/1998,0.092422,0.141422,0.176944
7/16/1998,0.093470,0.107465,0.177322
7/17/1998,-0.007047,0.153560,0.131587
7/20/1998,-0.007379,0.158208,0.109904
7/21/1998,-0.027527,0.144513,0.134151
7/22/1998,-0.024648,0.162323,0.136884
7/23/1998,-0.022721,0.161984,0.130243
7/24/1998,-0.021630,0.162524,0.138106
7/27/1998,-0.024913,0.167275,0.134422
7/28/1998,-0.026387,0.182466,0.131018
7/29/1998,-0.023169,0.185936,0.135147
7/30/1998,-0.006459,0.174204,0.132109
7/31/1998,-0.001465,0.172152,0.132788
8/03/1998,0.011117,0.175834,0.135831
8/04/1998,0.058913,0.188435,0.144968
8/05/1998,0.064609,0.191130,0.145870
8/06/1998,0.065915,0.193999,0.149674
8/07/1998,0.067537,0.198639,0.151449
8/10/1998,0.069734,0.180854,0.154674
8/11/1998,0.066058,0.180122,0.102357
8/12/1998,0.121525,0.222681,0.144034
8/13/1998,0.124753,0.228856,0.144324
8/14/1998,0.126237,0.230694,0.132721
8/17/1998,0.104875,0.242583,0.122587
8/18/1998,0.106222,0.202915,0.022921
8/19/1998,0.113316,0.197658,0.005192
8/20/1998,0.118107,0.195229,0.006104
8/21/1998,0.153877,0.149034,-0.017862
8/24/1998,0.161038,0.155243,0.014981
8/25/1998,0.170394,0.162385,0.020489
8/26/1998,0.184158,0.151155,0.018157
8/27/1998,0.211264,0.167415,0.033989
8/28/1998,0.246871,0.179115,0.049935
9/02/1998,0.209421,0.211097,0.036352
9/03/1998,0.195319,0.209776,-0.001282
9/04/1998,0.222446,0.188858,-0.021033
9/09/1998,0.230193,0.189000,-0.021777
9/10/1998,0.223511,0.189435,-0.017696
9/11/1998,0.257213,0.168539,-0.023887
9/29/1998,0.235051,0.148035,0.006314
9/30/1998,0.159937,0.168241,-0.037532
10/01/1998,0.162811,0.169761,-0.045424
10/02/1998,0.163655,0.172795,-0.024221
10/05/1998,0.156861,0.163611,-0.019778
10/06/1998,0.172134,0.135315,-0.022639
10/07/1998,0.172808,0.146102,-0.023660
10/08/1998,0.150370,0.187727,-0.034816
10/09/1998,0.182082,0.166160,-0.050331
10/12/1998,0.185515,0.148044,-0.052093
10/13/1998,0.190897,0.154418,-0.025581
10/14/1998,0.192918,0.160845,-0.028375
10/15/1998,0.202469,0.161279,-0.029847
10/16/1998,0.208579,0.164811,-0.029374
10/19/1998,0.223993,0.105297,-0.045773
10/20/1998,0.249920,0.124460,-0.026396
10/21/1998,0.250467,0.129689,-0.027230
10/22/1998,0.253432,0.135261,-0.018795
10/23/1998,0.259833,0.141367,-0.016814
10/26/1998,0.265354,0.142822,-0.015781
10/27/1998,0.259772,0.145550,-0.019582
10/28/1998,0.233349,0.140591,0.000591
10/29/1998,0.239099,0.145655,0.004836
10/30/1998,0.201115,0.150529,-0.014619
11/02/1998,0.205843,0.154125,-0.014840
11/03/1998,0.204182,0.153237,-0.011302
11/04/1998,0.208931,0.136202,-0.012718
11/05/1998,0.199353,0.135292,-0.011227
11/06/1998,0.206764,0.119994,-0.015133
11/09/1998,0.213090,0.121575,-0.013975
11/10/1998,0.215861,0.127023,-0.006157
11/11/1998,0.212201,0.132349,-0.006359
11/12/1998,0.214183,0.124750,-0.001895
11/13/1998,0.213459,0.109174,-0.001290
11/16/1998,0.207936,0.139053,-0.002960
11/17/1998,0.191588,0.151501,0.057758
11/18/1998,0.183246,0.141775,0.077669
11/19/1998,0.145178,0.145713,0.075473
11/20/1998,0.142920,0.137181,0.078271
11/23/1998,0.145689,0.171199,0.080921
11/24/1998,0.160726,0.228005,0.099533
11/25/1998,0.166843,0.227242,0.101432
12/01/1998,0.170472,0.224757,0.091198
12/02/1998,0.176064,0.225112,0.087827
12/03/1998,0.178474,0.186879,0.086796
12/04/1998,0.181986,0.191383,0.083224
12/07/1998,0.187278,0.189461,0.081410
12/08/1998,0.174108,0.184166,0.023811
12/09/1998,0.154875,0.178548,0.072408
12/10/1998,0.116525,0.181978,0.067572
12/11/1998,0.084268,0.161635,0.083066
12/14/1998,0.068891,0.180814,0.076805
12/17/1998,0.070804,0.184326,0.071488
12/18/1998,0.114893,0.200696,0.093147
12/21/1998,0.118453,0.182848,0.095642
12/22/1998,0.116547,0.183375,0.115420
12/23/1998,0.118806,0.175768,0.127498
12/24/1998,0.120319,0.177990,0.131998
12/30/1998,0.125548,0.182003,0.136589
12/31/1998,0.133084,0.181779,0.131989
1/04/1999,0.144481,0.179832,0.129577
1/05/1999,0.102693,0.189069,0.102860
1/06/1999,0.131046,0.146433,0.056229
1/07/1999,0.126012,0.147167,0.086949
1/08/1999,0.127320,0.151721,0.088945
1/11/1999,0.130964,0.166555,0.092917
1/12/1999,0.138719,0.180654,0.099022
1/13/1999,0.163662,0.161725,0.096351
1/14/1999,0.186753,0.175832,0.109935
1/15/1999,0.190667,0.178971,0.113733
1/20/1999,0.197467,0.186748,0.126411
1/21/1999,0.204371,0.172288,0.108428
1/22/1999,0.181909,0.173423,0.114875
1/25/1999,0.189322,0.177023,0.118665
1/26/1999,0.155836,0.164421,0.126161
1/27/1999,0.166208,0.171217,0.132181
1/28/1999,0.135670,0.189294,0.094175
1/29/1999,0.148083,0.207204,0.108172
2/01/1999,0.152390,0.196837,0.109482
2/02/1999,0.099279,0.213507,0.085918
2/03/1999,0.110128,0.207626,0.087458
2/04/1999,0.104830,0.185287,0.093619
2/05/1999,0.069228,0.175086,0.093891
2/08/1999,0.095833,0.139121,0.083403
2/09/1999,0.094366,0.135973,0.089679
2/10/1999,0.097407,0.149309,0.089206
2/11/1999,0.100452,0.153419,0.090719
2/12/1999,0.109035,0.143510,0.079829
2/17/1999,0.117312,0.133789,0.079214
2/18/1999,0.117291,0.123754,0.083660
2/19/1999,0.152866,0.130980,0.088988
2/22/1999,0.146521,0.140533,0.075659
2/23/1999,0.143098,0.136084,0.078888
2/24/1999,0.154531,0.146317,0.093025
2/25/1999,0.159731,0.147577,0.091439
2/26/1999,0.160859,0.134547,0.093921
3/01/1999,0.157290,0.135408,0.122426
3/02/1999,0.146705,0.110106,0.131720
3/03/1999,0.132839,0.112622,0.132785
3/04/1999,0.099093,0.134579,0.099212
3/05/1999,0.105355,0.142091,0.121811
3/08/1999,0.106672,0.146074,0.121363
3/09/1999,0.117868,0.153260,0.127806
3/10/1999,0.116001,0.160955,0.113939
3/11/1999,0.087494,0.163184,0.105056
3/12/1999,0.058169,0.170625,0.084768
3/15/1999,0.059709,0.186959,0.083524
3/16/1999,0.076502,0.222857,0.093821
3/17/1999,0.078762,0.193603,0.095505
3/18/1999,0.082670,0.197947,0.103570
3/19/1999,0.089890,0.203776,0.110440
3/22/1999,0.101470,0.215422,0.117725
3/23/1999,0.142680,0.238871,0.138424
3/24/1999,0.144376,0.240143,0.142745
3/25/1999,0.150611,0.246776,0.148082
3/26/1999,0.161886,0.255900,0.172701
3/29/1999,0.156832,0.257239,0.175864
3/30/1999,0.115414,0.252570,0.173516
3/31/1999,0.076770,0.260503,0.143926
4/01/1999,0.079637,0.257936,0.129898
4/07/1999,0.083024,0.259857,0.135592
4/08/1999,0.044600,0.214877,0.156878
4/09/1999,0.048634,0.235120,0.153080
4/12/1999,0.077042,0.244868,0.162617
4/13/1999,0.080881,0.248975,0.165350
4/14/1999,0.099583,0.248603,0.168934
4/15/1999,0.115784,0.239247,0.162400
4/16/1999,0.147297,0.186178,0.145963
4/19/1999,0.164891,0.220693,0.165149
4/20/1999,0.191182,0.224850,0.172569
4/21/1999,0.199901,0.221366,0.173791
4/22/1999,0.197586,0.226558,0.173186
4/23/1999,0.194197,0.220023,0.129766
4/26/1999,0.204046,0.177255,0.122106
4/27/1999,0.203224,0.187173,0.125127
4/28/1999,0.212830,0.188616,0.128448
4/29/1999,0.171662,0.169548,0.144158
4/30/1999,0.168370,0.177730,0.148654
5/05/1999,0.177451,0.153562,0.149147
5/06/1999,0.182842,0.152896,0.153241
5/07/1999,0.086568,0.148575,0.137703
5/10/1999,0.076927,0.153838,0.138342
5/11/1999,0.065428,0.150708,0.142233
5/12/1999,0.056221,0.155136,0.128851
5/13/1999,0.063709,0.161051,0.144934
5/14/1999,0.107854,0.150907,0.129847
5/17/1999,0.107536,0.148296,0.134333
5/18/1999,0.113050,0.146386,0.137094
5/19/1999,0.116825,0.152909,0.136791
5/20/1999,0.129009,0.106460,0.123905
5/21/1999,0.131801,0.114299,0.126796
5/24/1999,0.131180,0.119437,0.118624
5/25/1999,0.149614,0.152889,0.148333
5/26/1999,0.155501,0.156382,0.151807
5/27/1999,0.160221,0.160346,0.158084
5/28/1999,0.152836,0.174236,0.160122
6/01/1999,0.156968,0.170111,0.163851
6/02/1999,0.138319,0.168345,0.169385
6/03/1999,0.121666,0.163521,0.176503
6/04/1999,0.126527,0.149334,0.163331
6/07/1999,0.111322,0.152688,0.154219
6/08/1999,0.123050,0.142528,0.130384
6/09/1999,0.127119,0.146021,0.130174
6/10/1999,0.142587,0.130301,0.106851
6/11/1999,0.132239,0.123665,0.121369
6/14/1999,0.130520,0.127740,0.118239
6/17/1999,0.141551,0.141047,0.125407
6/18/1999,0.146663,0.135757,0.120981
6/21/1999,0.142608,0.161842,0.103551
6/22/1999,0.158911,0.161731,0.102426
6/23/1999,0.158880,0.161253,0.108254
6/24/1999,0.147604,0.157409,0.047284
6/25/1999,0.150382,0.129786,0.047642
7/29/1999,0.151892,0.123678,0.051424
7/30/1999,0.165317,0.142877,0.060850
8/02/1999,0.149885,0.143938,0.063502
8/03/1999,0.144079,0.062712,0.066144
8/04/1999,0.142362,0.068137,0.068953
8/05/1999,0.159031,0.100506,0.083926
8/06/1999,0.157611,0.110841,0.082727
8/09/1999,0.171355,0.110230,0.079677
8/10/1999,0.158496,0.106268,0.090685
8/11/1999,0.159258,0.101138,0.095637
8/12/1999,0.160437,0.104065,0.099022
8/13/1999,0.165667,0.114137,0.097188
8/16/1999,0.157191,0.102129,0.106866
8/17/1999,0.169097,0.142980,0.121566
8/18/1999,0.176272,0.144499,0.124477
8/19/1999,0.171882,0.160672,0.121558
8/20/1999,0.172498,0.164823,0.122477
8/23/1999,0.175653,0.168750,0.123950
8/24/1999,0.135895,0.161588,0.125236
8/25/1999,0.139900,0.165193,0.133074
8/26/1999,0.153458,0.162190,0.107558
8/27/1999,0.157088,0.155929,0.088046
9/01/1999,0.158903,0.156855,0.091865
9/02/1999,0.155121,0.154495,0.052671
9/03/1999,0.012909,0.135904,0.051816
9/08/1999,-0.010703,0.151999,0.035489
9/09/1999,-0.003984,0.159465,0.038762
9/10/1999,0.081710,0.099563,-0.017256
9/13/1999,0.086301,0.102714,-0.017561
9/14/1999,0.093570,0.103366,-0.018092
9/15/1999,0.099847,0.106624,-0.018706
9/16/1999,0.104136,0.108395,-0.017330
9/17/1999,0.100789,0.114493,-0.027625
9/20/1999,0.101447,0.119499,-0.030566
9/21/1999,0.114588,0.106776,-0.047315
9/22/1999,0.072783,0.110754,-0.049614
9/23/1999,0.077690,0.107117,-0.050240
9/24/1999,0.035128,0.111768,-0.043530
9/27/1999,0.046759,0.079589,-0.050114
10/28/1999,0.042459,0.153427,-0.047863
10/29/1999,-0.016211,0.139457,-0.023467
11/01/1999,-0.015442,0.128476,-0.020287
11/02/1999,-0.023723,0.116297,-0.009888
11/03/1999,-0.024378,0.110745,0.004883
11/04/1999,-0.018516,0.115540,0.008627
11/05/1999,-0.013340,0.118851,0.009565
11/08/1999,-0.015027,0.130586,0.009286
11/09/1999,-0.009795,0.132145,0.001083
11/10/1999,0.025532,0.153231,0.015769
11/11/1999,0.048198,0.123894,0.009046
11/12/1999,0.075568,0.116116,0.003582
11/15/1999,0.056535,0.103424,0.029106
11/16/1999,0.052464,0.126528,0.020219
11/17/1999,0.056034,0.128865,0.028314
11/18/1999,0.060627,0.132512,0.027696
11/19/1999,0.082311,0.184793,0.051000
11/22/1999,0.077519,0.183023,0.055263
11/23/1999,0.054828,0.200372,0.036822
11/24/1999,0.050067,0.203259,0.037593
11/30/1999,0.054371,0.204214,0.039659
12/01/1999,0.012217,0.220278,-0.010979
12/02/1999,0.005119,0.227207,-0.025732
12/03/1999,-0.019266,0.222290,-0.017087
12/06/1999,-0.019665,0.226402,-0.024860
12/07/1999,-0.014558,0.220621,-0.027871
12/08/1999,-0.012242,0.225288,-0.028536
12/09/1999,-0.012866,0.231949,-0.034814
12/10/1999,-0.000461,0.239229,-0.011950
12/13/1999,0.005731,0.244663,-0.009818
12/14/1999,0.025529,0.188045,-0.026733
12/17/1999,0.049602,0.193549,-0.018215
12/20/1999,0.052254,0.195669,-0.016153
12/21/1999,0.059828,0.197552,-0.015693
12/22/1999,0.063664,0.200380,-0.006702
12/23/1999,-0.002013,0.171254,0.008139
12/30/1999,0.000664,0.155387,0.017234
1/05/2000,0.016538,0.140457,-0.018230
1/06/2000,0.056392,0.118175,-0.025329
1/07/2000,0.059183,0.116290,-0.024312
1/10/2000,0.041585,0.133883,-0.040553
1/11/2000,0.051086,0.137526,-0.038341
1/12/2000,0.043109,0.139218,-0.021110
1/13/2000,0.052690,0.151534,-0.015494
1/14/2000,0.053588,0.140225,-0.002835
1/19/2000,0.056143,0.140271,-0.026941
1/20/2000,0.074592,0.183927,-0.010390
1/21/2000,0.088957,0.179635,-0.018602
1/24/2000,0.073545,0.182108,-0.017709
1/25/2000,0.073240,0.186081,-0.017267
1/26/2000,0.083915,0.192194,-0.004231
1/27/2000,0.116697,0.188182,-0.000813
1/28/2000,0.113130,0.186802,0.000462
1/31/2000,0.121162,0.191848,0.005491
2/01/2000,0.128158,0.170428,-0.033993
2/02/2000,0.121732,0.177306,-0.042716
2/03/2000,0.116592,0.178355,-0.042071
2/04/2000,0.117404,0.158940,-0.041710
2/07/2000,0.175372,0.127365,-0.034713
2/08/2000,0.201555,0.116869,-0.040451
2/09/2000,0.130179,0.025303,-0.001400
2/10/2000,0.163913,0.042298,0.007084
2/11/2000,0.171476,0.053692,0.027616
2/17/2000,0.177133,0.049339,0.027347
2/18/2000,0.182939,0.048749,0.028583
2/25/2000,0.193993,0.041496,0.024960
2/28/2000,0.147532,0.126195,5.63E-05
2/29/2000,0.155772,0.138905,0.009013
3/01/2000,0.157005,0.142351,0.009027
3/02/2000,0.121220,0.128253,0.040535
3/07/2000,0.121991,0.059822,0.037089
3/08/2000,0.128005,0.063798,0.036222
3/09/2000,0.052337,0.073421,0.005168
3/10/2000,0.057116,0.078619,0.011148
3/13/2000,0.060452,0.079774,0.008622
3/14/2000,0.060108,0.075944,0.017910
4/27/2000,0.054811,0.085383,0.012299
4/28/2000,0.081057,0.047693,0.002604
5/03/2000,0.103999,0.012091,-0.005034
5/04/2000,0.113029,0.026001,0.004759
5/05/2000,0.117435,0.039490,0.007156
5/08/2000,0.123070,0.042804,0.008474
5/09/2000,0.109601,0.051935,-0.033878
5/10/2000,0.113744,0.057479,-0.022997
5/11/2000,0.118515,0.065534,-0.019775
5/12/2000,0.103400,0.066385,-0.010601
5/15/2000,0.108364,0.065154,-0.022086
5/16/2000,0.103109,0.071501,-0.022611
5/17/2000,0.113538,0.095794,-0.014572
5/18/2000,0.108580,0.110798,-0.017805
5/19/2000,0.133426,0.123282,-0.003992
5/22/2000,0.137166,0.147073,-0.000617
5/23/2000,0.134011,0.142155,-0.036343
5/24/2000,0.141945,0.140868,-0.037409
5/25/2000,0.123365,0.142043,-0.070544
5/26/2000,0.077455,0.181952,-0.095828
5/30/2000,0.083657,0.189150,-0.090750
5/31/2000,0.088376,0.188831,-0.078915
6/01/2000,0.082429,0.189176,-0.069149
6/02/2000,0.086685,0.193593,-0.069007
6/05/2000,0.080849,0.209522,-0.069416
6/06/2000,0.102168,0.134061,-0.081747
6/07/2000,0.104496,0.131310,-0.077305
6/08/2000,0.113400,0.137753,-0.067219
6/09/2000,0.117457,0.139646,-0.052457
6/12/2000,0.116044,0.143516,-0.051715
6/13/2000,0.117066,0.124788,-0.107170
6/14/2000,0.125471,0.123432,-0.109133
6/15/2000,0.132032,0.119940,-0.112009
6/16/2000,0.137713,0.124534,-0.106821
6/19/2000,0.090346,0.118348,-0.082240
6/20/2000,0.054778,0.113548,-0.052197
6/21/2000,0.054342,0.117965,-0.055867
6/22/2000,0.052798,0.122654,-0.056304
6/23/2000,0.019717,0.095215,-0.027680
6/26/2000,0.026008,0.119496,-0.019659
6/27/2000,0.019447,0.062703,-0.010578
7/28/2000,0.002323,0.066956,-0.010160
7/31/2000,0.008016,0.072086,-0.008644
8/01/2000,-0.037860,0.041850,0.002459
8/02/2000,-0.005516,0.023881,-0.015260
8/03/2000,0.018338,0.034534,-0.003473
8/04/2000,-0.034095,0.106857,-0.018022
8/07/2000,-0.034926,0.112124,-0.032615
8/08/2000,-0.007747,0.115381,-0.029160
8/09/2000,0.005118,0.114023,-0.029410
8/10/2000,0.014438,0.102920,-0.059460
8/11/2000,0.025634,0.107361,-0.054391
8/14/2000,0.032356,0.102776,-0.056708
8/17/2000,0.024920,0.109799,-0.057734
8/18/2000,0.039528,0.111877,-0.057213
8/21/2000,0.039144,0.114172,-0.056468
8/22/2000,0.043935,0.118783,-0.046421
8/23/2000,0.055336,0.127495,-0.012886
8/24/2000,0.039886,0.140894,-0.024742
8/25/2000,0.037118,0.151898,-0.036040
8/30/2000,0.046722,0.156398,-0.033608
8/31/2000,0.043479,0.160416,-0.033042
9/01/2000,0.042149,0.167016,-0.033778
9/06/2000,0.050153,0.172657,-0.030856
9/07/2000,0.070036,0.167203,-0.040440
9/28/2000,0.074951,0.167240,-0.040093
9/29/2000,0.083037,0.163111,-0.059073
10/02/2000,0.083702,0.162400,-0.046757
10/03/2000,0.058908,0.169205,-0.053247
10/04/2000,0.061810,0.177199,-0.053110
10/05/2000,0.067051,0.178859,-0.056408
10/06/2000,0.033279,0.175309,-0.052782
10/09/2000,0.039807,0.179409,-0.051289
10/10/2000,0.030663,0.186061,-0.060550
10/11/2000,0.055200,0.206817,-0.028212
10/12/2000,0.044417,0.208659,-0.026688
10/13/2000,0.053011,0.209564,-0.029139
10/18/2000,0.067657,0.217483,-0.006950
10/19/2000,0.071564,0.219584,-0.001446
10/20/2000,0.036458,0.189827,0.012986
10/23/2000,0.033951,0.197172,0.000504
10/24/2000,0.029936,0.208576,-0.015504
10/25/2000,0.053710,0.172311,-0.038503
10/26/2000,0.067794,0.190808,-0.013207
10/27/2000,0.054574,0.207965,-0.021300
10/30/2000,0.069846,0.217264,0.001891
10/31/2000,0.073614,0.218862,0.004131
11/01/2000,0.062994,0.232043,0.002148
11/02/2000,0.048148,0.233835,0.001067
11/03/2000,0.041726,0.254438,-0.006361
11/06/2000,0.042518,0.255222,-0.002412
11/07/2000,0.043533,0.214552,-0.000762
11/08/2000,0.064424,0.214014,0.000203
11/09/2000,0.071584,0.215550,0.000722
11/10/2000,0.083759,0.206159,-0.013059
11/13/2000,0.087286,0.210265,-0.011775
11/14/2000,0.038801,0.235045,-0.039145
11/15/2000,0.056643,0.236893,-0.034342
11/16/2000,0.047115,0.238859,-0.030877
11/17/2000,0.068644,0.243919,-0.012491
11/20/2000,0.075312,0.247204,-0.000742
11/21/2000,0.080326,0.249623,0.001502
11/22/2000,0.082213,0.251516,-0.002923
11/28/2000,0.083564,0.251479,0.001943
11/29/2000,0.024522,0.252449,-0.008494
11/30/2000,0.010126,0.242203,-0.003808
12/01/2000,0.017217,0.242494,-0.002073
12/04/2000,-0.026743,0.228766,0.002581
12/05/2000,0.017046,0.232282,0.012863
12/06/2000,0.048143,0.244282,0.041496
12/07/2000,0.065289,0.246506,0.042122
12/08/2000,0.047255,0.256299,0.035191
12/11/2000,0.054269,0.257120,0.035992
12/28/2000,0.071865,0.258713,0.036933
12/29/2000,0.081974,0.255297,0.026932
1/02/2001,0.069714,0.260721,0.014223
1/03/2001,0.100786,0.278133,0.046069
1/04/2001,0.108810,0.270464,0.045439
1/05/2001,0.106963,0.271975,0.043572
1/08/2001,0.112383,0.278789,0.048644
1/09/2001,0.105315,0.259461,0.050864
1/10/2001,0.109679,0.260619,0.051711
1/11/2001,0.116354,0.257460,0.053531
1/12/2001,0.129273,0.238948,0.050846
1/17/2001,0.128350,0.243393,0.052532
1/18/2001,0.135961,0.171318,-0.087637
1/19/2001,0.161704,0.113411,-0.104568
1/22/2001,0.166534,0.111689,-0.110495
1/23/2001,0.165655,0.132411,-0.112209
1/24/2001,0.169513,0.144126,-0.059339
1/25/2001,0.168408,0.130883,-0.060357
1/26/2001,0.176783,0.116416,-0.064286
1/29/2001,0.179084,0.117769,-0.060325
1/30/2001,0.209962,0.146550,-0.015078
1/31/2001,0.208136,0.152889,-0.015845
2/01/2001,0.204389,0.150891,0.006085
2/02/2001,0.184929,0.153481,0.045464
2/05/2001,0.162879,0.158695,0.038970
2/06/2001,0.155322,0.163534,0.047148
2/07/2001,0.157557,0.162141,0.049353
2/08/2001,0.131144,0.179004,0.008649
2/09/2001,0.125192,0.214008,0.010126
2/12/2001,0.131594,0.199615,0.009193
2/13/2001,0.152020,0.192721,0.009229
2/14/2001,0.154735,0.201105,0.010887
2/15/2001,0.169678,0.183911,-0.012132
2/16/2001,0.171399,0.186640,-0.018554
2/21/2001,0.175632,0.189111,-0.014802
2/22/2001,0.182216,0.166163,-0.017391
2/23/2001,0.174762,0.191688,-0.018788
2/26/2001,0.173481,0.176778,-0.017275
2/27/2001,0.152654,0.134062,0.005068
2/28/2001,0.156150,0.138021,0.009647
3/01/2001,0.157943,0.141842,0.006766
3/02/2001,0.143548,0.125550,0.008313
3/05/2001,0.121529,0.080732,0.016040
3/06/2001,0.129948,0.086476,0.019837
3/07/2001,0.133214,0.087832,0.026302
3/08/2001,0.149673,0.085273,0.024613
3/09/2001,0.124224,0.057949,0.039367
3/12/2001,0.120288,0.058199,0.056567
3/13/2001,0.117007,0.068408,0.059059
3/14/2001,0.129169,0.078097,0.067717
3/15/2001,0.127105,0.084110,0.075528
3/16/2001,0.122874,0.122843,0.064883
3/19/2001,0.107938,0.116036,0.074335
3/20/2001,0.109587,0.118574,0.078779
3/21/2001,0.111393,0.124642,0.075612
3/22/2001,0.115735,0.125983,0.077418
3/23/2001,0.116658,0.133964,0.079299
3/26/2001,0.116329,0.134972,0.100161
3/27/2001,0.121792,0.140450,0.106047
3/28/2001,0.138430,0.132602,0.087859
3/29/2001,0.204611,0.150374,0.101468
3/30/2001,0.220992,0.171702,0.114074
4/02/2001,0.230200,0.184181,0.125933
4/03/2001,0.240358,0.187762,0.129960
5/30/2001,0.242994,0.189896,0.126091
5/31/2001,0.177472,0.209883,0.109630
6/01/2001,0.184146,0.214752,0.114231
6/06/2001,0.192417,0.182966,0.101825
6/07/2001,0.202841,0.179437,0.092331
6/08/2001,0.208460,0.182223,0.099928
6/11/2001,0.212830,0.192575,0.130222
6/12/2001,0.159730,0.209047,0.098007
6/13/2001,0.159287,0.211132,0.101197
6/14/2001,0.159863,0.212380,0.090421
6/15/2001,0.159992,0.208687,0.093736
6/18/2001,0.174505,0.224264,0.124533
6/19/2001,0.159267,0.226588,0.120812
6/20/2001,0.164069,0.216318,0.120237
6/21/2001,0.149845,0.209307,0.165582
6/22/2001,0.152928,0.188012,0.164709
6/25/2001,0.148733,0.208167,0.153635
6/26/2001,0.151667,0.195064,0.121057
7/30/2001,0.147035,0.204120,0.116554
7/31/2001,0.089546,0.185113,0.116228
8/01/2001,0.062555,0.207575,0.104547
8/02/2001,0.053542,0.185342,0.119399
8/03/2001,0.079926,0.171624,0.082543
8/06/2001,0.078779,0.174805,0.071211
8/07/2001,0.058204,0.117184,0.079639
8/08/2001,0.055867,0.101686,0.082646
8/09/2001,0.060423,0.101268,0.083832
8/10/2001,0.051241,0.108166,0.084252
8/13/2001,0.073340,0.078503,0.062608
8/14/2001,0.077064,0.081646,0.058868
8/15/2001,0.061666,0.088905,0.057095
8/16/2001,0.014472,0.155216,-0.015098
8/17/2001,0.002497,0.128967,-0.002093
8/20/2001,-0.050281,0.163110,-0.028700
8/21/2001,-0.039119,0.228598,-0.019876
8/22/2001,-0.030845,0.232218,-0.018203
8/23/2001,-0.051617,0.238118,-0.029157
8/24/2001,-0.049076,0.239424,-0.028920
8/29/2001,-0.043853,0.247649,-0.025020
8/30/2001,-0.044384,0.251810,-0.027164
8/31/2001,-0.040343,0.277856,-0.027674
9/05/2001,-0.033617,0.284069,-0.021551
9/06/2001,-0.029487,0.285316,-0.024268
9/07/2001,-0.042170,0.294216,-0.034452
9/10/2001,-0.041312,0.297978,-0.034967
9/18/2001,-0.032176,0.301306,-0.032159
9/21/2001,-0.031158,0.299822,-0.000361
9/24/2001,-0.030699,0.302472,-0.009709
9/25/2001,0.093446,0.275518,-0.028373
11/29/2001,0.086823,0.292361,-0.028955
11/30/2001,0.091369,0.295540,-0.022046
12/03/2001,0.127656,0.326931,0.017233
12/04/2001,0.133736,0.299091,0.007861
12/05/2001,0.132016,0.285180,0.023901
12/06/2001,0.134936,0.286263,0.019301
12/07/2001,0.105202,0.282203,0.016377
12/10/2001,0.120186,0.278068,0.018919
12/11/2001,0.121917,0.260183,0.023089
12/12/2001,0.121136,0.212301,0.022566
12/13/2001,0.120787,0.228790,0.023773
12/14/2001,0.118077,0.225721,0.026053
12/17/2001,0.149814,0.252138,0.059379
12/18/2001,0.151080,0.239219,0.038051
12/19/2001,0.155597,0.232573,0.039100
12/20/2001,0.139629,0.224550,0.040366
12/21/2001,0.142753,0.229269,0.039827
12/28/2001,0.180824,0.194298,0.029224
1/03/2002,0.192270,0.188069,0.024424
1/04/2002,0.168548,0.191492,0.023081
1/07/2002,0.153319,0.180797,0.062331
1/08/2002,0.149787,0.194834,0.061916
1/09/2002,0.154085,0.198892,0.063876
1/10/2002,0.098372,0.207789,0.046594
1/11/2002,0.102173,0.211280,0.048337
1/14/2002,0.105534,0.214900,0.051447
1/15/2002,0.130737,0.228571,0.064475
1/16/2002,0.127661,0.192338,0.068644
1/17/2002,0.135401,0.201576,0.073742
1/18/2002,0.160293,0.208206,0.079642
1/23/2002,0.161369,0.237177,0.081880
1/24/2002,0.128778,0.226439,0.084696
1/25/2002,0.133396,0.230260,0.088085
1/28/2002,0.140066,0.233322,0.091634
1/29/2002,0.157506,0.249465,0.103080
1/30/2002,0.160266,0.253716,0.106236
1/31/2002,0.163656,0.256505,0.109686
2/01/2002,0.168828,0.257298,0.104679
2/04/2002,0.187087,0.270913,0.123910
2/05/2002,0.187291,0.273775,0.114167
2/06/2002,0.165566,0.244614,0.121854
2/07/2002,0.172162,0.250628,0.127254
2/08/2002,0.174238,0.264217,0.131615
2/11/2002,0.192987,0.264186,0.132096
2/12/2002,0.092182,0.278896,0.059903
2/13/2002,0.087225,0.282837,0.052573
2/14/2002,0.084292,0.219068,0.053466
2/15/2002,0.087937,0.222346,0.056016
2/20/2002,0.080347,0.166450,0.065069
2/21/2002,0.099205,0.144481,0.045609
